dateiname	speicherzeit
rk20060227_2bvr041306	2017-08-31 10:56:50GMT
qk19990420_1bvq000299	2017-08-31 09:13:46GMT
rk20141211_1bvr148512	2017-08-31 12:29:58GMT
rk20110530_1bvr065610	2017-08-31 13:14:48GMT
ls20120207_1bvl001407	2017-08-31 13:03:46GMT
vb20130403_vz003212	2017-08-31 12:48:26GMT
rk20000925_1bvr152000	2017-08-31 08:49:52GMT
rs20120619_1bvr301709	2017-08-31 12:57:46GMT
rk20060524_2bvr071906	2017-08-31 10:53:56GMT
rk20060510_1bvr039804	2017-08-31 10:54:08GMT
rk20010402_1bvr035500	2017-08-31 08:38:16GMT
rk20000419_1bvr206998	2017-08-31 08:56:08GMT
rk20041124_1bvr130602	2017-08-31 11:14:02GMT
rk20060920_2bvr142100	2017-08-31 10:47:10GMT
rk20050727_2bvr102105	2017-08-31 11:04:14GMT
rk19980713_1bvr066698	2017-08-31 09:25:56GMT
rk20130903_1bvr128213	2017-08-31 12:43:44GMT
rs20171010_2bvr085915	2018-03-07 13:57:44GMT
rk20130320_2bvr259512	2017-08-31 12:48:40GMT
rk20131113_2bvr179713	2017-08-31 12:41:54GMT
rk20150303_1bvr327114	2017-08-31 12:27:22GMT
rk20031201_2bvr087903	2017-08-31 11:28:52GMT
rk20160713_2bvr134116	2017-08-31 12:02:26GMT
ls20100707_2bvl001402	2017-08-31 13:29:34GMT
rk20101208_1bvr110608	2017-08-31 13:21:24GMT
rk20050317_1bvr030805	2017-08-31 11:09:44GMT
rk19990729_2bvr121399	2017-08-31 09:09:58GMT
rk20160606_1bvr349414	2017-08-31 12:06:02GMT
rk20011109_2bvr081001	2017-08-31 08:26:40GMT
rk20060202_2bvr119505	2017-08-31 10:58:08GMT
cs20120912_2bvc001411	2017-08-31 12:55:18GMT
hs20000721_2bvh000391	2017-08-31 08:52:54GMT
rk20030717_1bvr211502	2017-08-31 11:33:58GMT
rs20030212_2bvr070999	2017-08-31 11:40:58GMT
rk20070626_1bvr220400	2017-08-31 10:36:54GMT
ls20030319_2bvl000998	2017-08-31 11:38:48GMT
rk20000623_1bvr099099	2017-08-31 08:54:08GMT
rk20040826_1bvr144604	2017-08-31 11:16:10GMT
cs20010122_2bvc000600	2017-08-31 08:42:56GMT
rk20061123_1bvr190906	2017-08-31 10:45:28GMT
rk20020527_2bvr066702	2017-08-31 08:15:54GMT
rk20080227_2bvr058307	2017-08-31 10:28:22GMT
rk20081007_2bvr149408	2017-08-31 10:20:38GMT
rk20041214_2bvr124904	2017-08-31 11:12:50GMT
rs20050927_2bvr138702	2017-08-31 11:02:14GMT
rk20070430_2bvr215106	2017-08-31 10:39:50GMT
ls19990428_1bvl002295	2017-08-31 09:13:32GMT
rk20080904_2bvr172003	2017-08-31 10:21:40GMT
rs20021220_2bvr102702	2017-08-31 08:05:08GMT
rk20041207_1bvr252604	2017-08-31 11:13:36GMT
qs20030325_2bvq001803	2017-08-31 11:38:34GMT
rk20010719_2bvr117501	2017-08-31 08:33:22GMT
rk20141009_2bvr287410	2017-08-31 12:31:34GMT
rk20130502_1bvr123613	2017-08-31 12:47:30GMT
rs19990714_1bvr222694	2017-08-31 09:10:50GMT
rk20100726_2bvr224408	2017-08-31 13:28:20GMT
rk20010221_2bvr020101	2017-08-31 08:40:52GMT
rk20060918_2bvr212605	2017-08-31 10:47:20GMT
rk20010305_2bvr245099	2017-08-31 08:40:14GMT
rk20070530_1bvr126706	2017-08-31 10:38:42GMT
rk20130422_1bvr064013	2017-08-31 12:47:42GMT
rk20170810_1bvr180315	2018-03-08 11:58:30GMT
rk20000721_2bvr143098	2017-08-31 08:52:50GMT
rk20040814_1bvr072503	2017-08-31 11:16:18GMT
rk20040817_1bvr037800	2017-08-31 11:16:14GMT
rk20170213_2bvr032117	2017-08-31 11:51:36GMT
rk20020514_2bvr061402	2017-08-31 08:16:24GMT
rk20021111_1bvr214501	2017-08-31 08:08:22GMT
rs20031105_2bvr150603	2017-08-31 11:29:58GMT
rk20170307_2bvr016216	2017-08-31 11:50:32GMT
rk20160629_1bvr171715	2017-08-31 12:03:38GMT
rk20030924_1bvr090203	2017-08-31 11:32:32GMT
qk20060412_2bvq002206	2017-08-31 10:55:20GMT
rk20080331_2bvr059008	2017-08-31 10:26:40GMT
rk19991020_1bvr206998	2017-08-31 09:07:18GMT
rs20030128_1bvr048701	2017-08-31 08:03:36GMT
rk20170125_2bvr207616	2017-08-31 11:52:28GMT
rk20070124_1bvr038405	2017-08-31 10:43:26GMT
qk20170508_1bvq001917	2017-08-31 11:47:44GMT
rk20140924_2bvr278210	2017-08-31 12:31:56GMT
rk20000911_1bvr210798	2017-08-31 08:50:32GMT
rk20160627_1bvr062516	2017-08-31 12:03:54GMT
rk20171208_2bvr201917	2018-03-07 13:55:53GMT
rk20070627_1bvr147007	2017-08-31 10:36:42GMT
rk20040303_1bvr024601	2017-08-31 11:24:28GMT
rk20090630_1bvr089309	2017-08-31 10:07:00GMT
rk19990803_1bvr189296	2017-08-31 09:09:50GMT
ls20080417_2bvl000405	2017-08-31 10:26:14GMT
rk20130731_1bvr013012	2017-08-31 12:44:36GMT
rk20150425_1bvr231412	2017-08-31 12:25:40GMT
rk20021206_1bvr080200	2017-08-31 08:06:46GMT
rk20090309_2bvr012009	2017-08-31 10:12:36GMT
rk20021218_1bvr211896	2017-08-31 08:05:50GMT
rk19990830_1bvr031597	2017-08-31 09:08:44GMT
rs20021009a_1bvr161196	2017-08-31 08:09:56GMT
rs20040330_2bvr152001	2017-08-31 11:22:40GMT
rk20000331_1bvr060899	2017-08-31 08:57:10GMT
hs20000721_2bvh000491	2017-08-31 08:52:56GMT
rk20010817_2bvr130101	2017-08-31 08:31:38GMT
rk20011028_2bvr145201	2017-08-31 08:27:34GMT
rk20020301_2bvr097100	2017-08-31 08:19:42GMT
rk19990119_2bvr183798	2017-08-31 09:19:18GMT
rk19990224_1bvr184795	2017-08-31 09:17:16GMT
rk20000301_2bvr212099	2017-08-31 08:59:36GMT
rk20070214_1bvr272105	2017-08-31 10:42:26GMT
rk19990701_1bvr069899	2017-08-31 09:11:08GMT
rk20080214_1bvr021607	2017-08-31 10:29:42GMT
rk20090924_1bvr123104	2017-08-31 10:02:38GMT
qk20170628_1bvq002817	2017-08-31 11:45:22GMT
rk20170904_1bvr180715	2020-08-27 10:16:18GMT
fs20020717_1bvf000101	2017-08-31 08:13:32GMT
rs20080311_1bvr025608	2017-08-31 10:27:26GMT
rk20091215_2bvr197809	2017-08-31 09:59:18GMT
rk20030423_1bvr030503	2017-08-31 11:37:42GMT
rk20030219_2bvr141301	2017-08-31 11:40:32GMT
rk20011219_1bvr081401	2017-08-31 08:24:18GMT
vb20151208_vz000115	2017-08-31 12:14:26GMT
rs20020205_2bvr030593	2017-08-31 08:21:32GMT
rk19980130_1bvr171396	2017-08-31 09:33:38GMT
rk20091116_1bvr322906	2017-08-31 10:00:28GMT
rk19990322_2bvr039899	2017-08-31 09:15:10GMT
rk20130207_1bvr063912	2017-08-31 12:49:56GMT
rk20030213_1bvr159799	2017-08-31 11:40:46GMT
rk20070321_1bvr223103	2017-08-31 10:40:56GMT
qk20160608_1bvq004215	2017-08-31 12:05:50GMT
rk20080312_2bvr037805	2017-08-31 10:27:04GMT
rk20050909_2bvr043102	2017-08-31 11:03:08GMT
rk20140701_2bvr098914	2017-08-31 12:34:48GMT
rk19980520_2bvr138595	2017-08-31 09:27:40GMT
rk20030227_2bvr019003	2017-08-31 11:39:48GMT
rk20040329_1bvr149800	2017-08-31 11:22:48GMT
rk20100118_2bvr090609	2017-08-31 09:58:16GMT
rk20011105_2bvr184601	2017-08-31 08:27:06GMT
qk20010407_1bvq001701	2017-08-31 08:37:46GMT
rk20090902_1bvr199708	2017-08-31 10:04:08GMT
rk20131105_2bvr157911	2017-08-31 12:42:06GMT
rs20041109_1bvr068498	2017-08-31 11:14:28GMT
rk20121114_2bvr291510	2017-08-31 12:53:02GMT
rk20010821_2bvr194100	2017-08-31 08:31:08GMT
rk20020102_1bvr053499	2017-08-31 08:23:58GMT
rk20090625_1bvr022708	2017-08-31 10:07:42GMT
rk20140125_1bvr112611	2017-08-31 12:39:42GMT
rk20000725_2bvr104100	2017-08-31 08:52:36GMT
lk20100427_2bvl001307	2017-08-31 13:32:02GMT
rk20091210_2bvr276709	2017-08-31 09:59:20GMT
rk19990510_2bvr065899	2017-08-31 09:13:06GMT
rk20010930_2bvr091100	2017-08-31 08:29:26GMT
rk20150512_2bvr231914	2017-08-31 12:24:58GMT
rk20100129_1bvr303108	2017-08-31 09:57:50GMT
rk20100324_2bvr209209	2017-08-31 13:33:28GMT
rk20010913_1bvr206900	2017-08-31 08:30:28GMT
rk20161108_1bvr098815	2017-08-31 11:56:28GMT
qk20170505_2bvq002217	2017-08-31 11:47:52GMT
rk20171220_1bvr275417	2018-03-07 13:58:04GMT
rk20040728_1bvr256695	2017-08-31 11:17:04GMT
rk20040628_1bvr060304	2017-08-31 11:18:38GMT
rk20170116_1bvr240616	2017-08-31 11:53:18GMT
rk20061019_1bvr015201	2017-08-31 10:46:14GMT
rk20081106_1bvr236007	2017-08-31 10:19:06GMT
ls20121010_1bvl000607	2017-08-31 12:54:18GMT
rk20161212_2bvr065616	2017-08-31 11:55:04GMT
rk20021008_1bvr150302	2017-08-31 08:10:00GMT
rk20160923_2bvr219315	2017-08-31 11:58:14GMT
hs19981125_2bvh000192	2017-08-31 09:20:58GMT
rs20040315_2bvr143602	2017-08-31 11:23:40GMT
rk20040831_1bvr207303	2017-08-31 11:16:02GMT
rk20110906_2bvr186311	2017-08-31 13:11:14GMT
rk20151007_2bvr046215	2017-08-31 12:17:24GMT
rk20110127_1bvr126809	2017-08-31 13:19:56GMT
rk20081020_1bvr029106	2017-08-31 10:20:00GMT
rk20080226_1bvr232707	2017-08-31 10:28:34GMT
rk20000210_2bvr231799	2017-08-31 09:01:12GMT
rs20060613_1bvr116003	2017-08-31 10:52:54GMT
rk20021218_2bvr191002	2017-08-31 08:05:32GMT
rk20050503_2bvr137804	2017-08-31 11:08:10GMT
rk20000224a_2bvr235299	2017-08-31 09:00:06GMT
lk20041208_2bvl001204	2017-08-31 11:13:16GMT
rk20041019_2bvr077904	2017-08-31 11:15:02GMT
rk20051205_2bvr196405	2017-08-31 11:00:56GMT
rk20121108_1bvr002212	2017-08-31 12:53:32GMT
rk19980603_1bvr093598	2017-08-31 09:27:20GMT
cs20160421_2bvc003614	2017-08-31 12:08:08GMT
rk20160714_2bvr274814	2017-08-31 12:02:12GMT
rk20171214_2bvr187217	2018-03-07 13:55:41GMT
rk20090224_1bvr018209	2017-08-31 10:13:36GMT
rk20080725_2bvr003106	2017-08-31 10:23:04GMT
rk20070920_2bvr197207	2017-08-31 10:35:02GMT
ls20080527_1bvl001005	2017-08-31 10:24:50GMT
ks20071127_2bvk000103	2017-08-31 10:33:30GMT
rk19990426_1bvr046799	2017-08-31 09:13:42GMT
rk20040603_2bvr180202	2017-08-31 11:19:34GMT
rk20021030_1bvr193202	2017-08-31 08:08:56GMT
qk20040701_1bvq002004	2017-08-31 11:18:16GMT
rk20170522_2bvr145316	2017-08-31 11:47:18GMT
rk19980818_1bvr195594	2017-08-31 09:24:12GMT
rk20081022_2bvr202808	2017-08-31 10:19:56GMT
rs20030122_1bvr235894	2017-08-31 08:04:16GMT
rk20100309_1bvr189105	2017-08-31 09:56:34GMT
rk20010314_1bvr193196	2017-08-31 08:39:46GMT
rk20020927_2bvr085502	2017-08-31 08:10:24GMT
rk20081201_2bvr218708	2017-08-31 10:17:46GMT
rk20030205_2bvr002903	2017-08-31 11:41:22GMT
rk20040119_2bvr190403	2017-08-31 11:26:52GMT
rk20011213_1bvr165696	2017-08-31 08:24:54GMT
rk20051208_2bvr044905	2017-08-31 11:00:14GMT
rk20010314_2bvr056799	2017-08-31 08:39:34GMT
rk20081127_1bvr203208	2017-08-31 10:17:54GMT
es20011002a_2bve000297	2017-08-31 08:29:06GMT
rk20001012_2bvr230697	2017-08-31 08:47:44GMT
rk19980219_2bvr018998	2017-08-31 09:32:28GMT
bs20151202_2bvb000113	2017-08-31 12:14:40GMT
rk20000920_1bvr044100	2017-08-31 08:50:16GMT
rk20000815_1bvr152399	2017-08-31 08:51:56GMT
rk20150615_1bvr128814	2017-08-31 12:23:56GMT
rk20131216_2bvr195813	2017-08-31 12:40:54GMT
fs19991108_2bvf000498	2017-08-31 09:06:38GMT
rs19980930_2bvr181891	2017-08-31 09:23:08GMT
rk20171129_1bvr190417	2018-03-07 14:00:18GMT
rk19980818_1bvr042097	2017-08-31 09:24:12GMT
rk19980825_1bvr248794	2017-08-31 09:24:04GMT
rk20040921_2bvr202303	2017-08-31 11:15:32GMT
rk20000218_1bvr049193	2017-08-31 09:00:34GMT
qk19990331_2bvq000599	2017-08-31 09:14:36GMT
rk20081126_1bvr313507	2017-08-31 10:18:08GMT
rk20080702_2bvr087706	2017-08-31 10:23:42GMT
rk20100520_2bvr141309	2017-08-31 13:31:08GMT
rk20071113_2bvr178107	2017-08-31 10:33:52GMT
rk20140217_2bvr179512	2017-08-31 12:39:04GMT
rk19980723_1bvr241997	2017-08-31 09:25:28GMT
rk20140709_2bvr134014	2017-08-31 12:34:28GMT
rk20160322_2bvr166415	2017-08-31 12:09:52GMT
rk20010920_2bvr114401	2017-08-31 08:30:10GMT
rk19990528_1bvr007799	2017-08-31 09:12:10GMT
rk20060224_2bvr083604	2017-08-31 10:56:54GMT
rk20120125_1bvr249909	2017-08-31 13:04:26GMT
lk20080225_2bvl001405	2017-08-31 10:28:46GMT
rk20000213_2bvr200999	2017-08-31 09:01:04GMT
rk19990526_2bvr037198	2017-08-31 09:12:16GMT
rk20110621_1bvr293010	2017-08-31 13:13:28GMT
rk20150429_1bvr184911	2017-08-31 12:25:32GMT
rk20140109_1bvr234411	2017-08-31 12:40:26GMT
qs20010718_1bvq002301	2017-08-31 08:33:36GMT
rk20000514_2bvr155798	2017-08-31 08:55:24GMT
ls20020220_2bvl000599	2017-08-31 08:20:30GMT
rs20050308_1bvr256103	2017-08-31 11:10:20GMT
rk20020129_2bvr124501	2017-08-31 08:22:28GMT
rk20081010_1bvr142108	2017-08-31 10:20:24GMT
rk20150425_1bvr068915	2017-08-31 12:25:44GMT
cs20160720_2bvc003714	2017-08-31 12:01:40GMT
rk20010723_1bvr087300	2017-08-31 08:33:06GMT
rs20050607_1bvr150896	2017-08-31 11:07:24GMT
rk20010507_1bvr055901	2017-08-31 08:36:50GMT
rk19990510_2bvr225997	2017-08-31 09:13:08GMT
rk20060719_1bvr135106	2017-08-31 10:50:04GMT
rk20031218_1bvr091803	2017-08-31 11:27:52GMT
rk20000418_1bvr005699	2017-08-31 08:56:10GMT
rk20020122_2bvr093600	2017-08-31 08:22:50GMT
rs20010403_1bvr162994	2017-08-31 08:38:12GMT
rs20111012_2bvr063311	2017-08-31 13:09:40GMT
rk20050511_2bvr024505	2017-08-31 11:08:00GMT
rk20010425_1bvr049400	2017-08-31 08:37:24GMT
rk20061027_1bvr181199	2017-08-31 10:45:46GMT
rk20090114_2bvr149208	2017-08-31 10:15:16GMT
rk20091210_1bvr315107	2017-08-31 09:59:22GMT
rk20020930_2bvr056202	2017-08-31 08:10:12GMT
rk20141210_2bvr051412	2017-08-31 12:30:04GMT
lk20000309_2bvl000997	2017-08-31 08:58:50GMT
rk20071002_2bvr245704	2017-08-31 10:34:38GMT
rk19990804_1bvr162498	2017-08-31 09:09:48GMT
rk20060502_1bvr045204	2017-08-31 10:54:30GMT
rk20020621_1bvr060502	2017-08-31 08:14:30GMT
rk20080910_2bvr071908	2017-08-31 10:21:16GMT
qs20030115_1bvq005302	2017-08-31 08:04:36GMT
rk20050128_1bvr013605	2017-08-31 11:11:40GMT
rk20070530_2bvr201205	2017-08-31 10:38:44GMT
rk20151008_1bvr304913	2017-08-31 12:17:02GMT
rk20090602_1bvr229508	2017-08-31 10:08:46GMT
rk20170818_2bvr042417	2018-03-08 11:59:18GMT
rk20010628_2bvr133095	2017-08-31 08:34:46GMT
rk20081209_2bvr234108	2017-08-31 10:17:04GMT
rk20161013_2bvr127516	2017-08-31 11:57:28GMT
rk20141218_2bvr020914	2017-08-31 12:29:24GMT
qk20020104_1bvq000102	2017-08-31 08:23:50GMT
rk20170822_2bvr203916	2017-09-19 12:47:10GMT
rk20130117_2bvr257611	2017-08-31 12:50:36GMT
rk19990908_1bvr065499	2017-08-31 09:08:24GMT
es20070703_2bve000207	2017-08-31 10:36:40GMT
rk19980225_1bvr042190	2017-08-31 09:32:16GMT
rk20100525_1bvr160208	2017-08-31 13:30:52GMT
rk20150902_2bvr234314	2017-08-31 12:19:48GMT
rs19980701_2bvr044190	2017-08-31 09:26:20GMT
rk20020130_1bvr075397	2017-08-31 08:22:12GMT
rk20111019_2bvr075410	2020-08-27 10:16:20GMT
rk20050214_1bvr178302	2017-08-31 11:11:06GMT
lk20091006_2bvl000509	2017-08-31 10:02:18GMT
rk19990315_2bvr034899	2017-08-31 09:15:38GMT
rk20060921_1bvr030803	2017-08-31 10:46:56GMT
rk20080211_2bvr193407	2017-08-31 10:30:28GMT
rk20000322_1bvr150093	2017-08-31 08:57:48GMT
rk20051128_2bvr175103	2017-08-31 11:01:10GMT
rk20140225_2bvr245713	2017-08-31 12:38:46GMT
rk20050927_2bvr017204	2017-08-31 11:02:10GMT
rk20121114_1bvr323808	2017-08-31 12:53:10GMT
rk20110223_1bvr050007	2017-08-31 13:19:04GMT
rk19990622_1bvr096199	2017-08-31 09:11:42GMT
rk20030227_2bvr112002	2017-08-31 11:39:44GMT
qs20030114_1bvq005102	2017-08-31 08:04:44GMT
rk20160414_2bvr069516	2017-08-31 12:08:50GMT
rk20090504_1bvr046006	2017-08-31 10:10:18GMT
fs20010208_2bvf000100	2017-08-31 08:41:48GMT
rk20141119_1bvr284314	2017-08-31 12:30:42GMT
rk20090403_1bvr065409	2017-08-31 10:11:16GMT
rk20061026_2bvr006706	2017-08-31 10:45:52GMT
rk20061220_1bvr027105	2017-08-31 10:44:00GMT
rk19980703_1bvr001398	2017-08-31 09:26:06GMT
rk20021204_1bvr204602	2017-08-31 08:06:54GMT
cs20001009_2bvc001399	2017-08-31 08:48:28GMT
rk20011217_2bvr115100	2017-08-31 08:24:30GMT
rs20041026_1bvr091100	2017-08-31 11:14:42GMT
cs20001009_2bvc001299	2017-08-31 08:48:26GMT
rk20060614_2bvr053705	2017-08-31 10:52:36GMT
lk20160506_1bvl000715	2017-08-31 12:07:14GMT
rk20020927_1bvr225101	2017-08-31 08:10:34GMT
fs20070313_1bvf000105	2017-08-31 10:41:34GMT
rk20160620_2bvr074813	2017-08-31 12:04:34GMT
rs20000525_1bvr032196	2017-08-31 08:55:02GMT
rk19990322_1bvr184591	2017-08-31 09:15:08GMT
rk20001109_1bvr093397	2017-08-31 08:46:18GMT
cs20160127_2bvc005914	2017-08-31 12:12:42GMT
rk20090226_1bvr039009	2017-08-31 10:13:06GMT
rk20160216_2bvr010716	2017-08-31 12:11:48GMT
rk20060613_1bvr262205	2017-08-31 10:52:46GMT
es20130409_2bve001012	2017-08-31 12:48:16GMT
vb20160830_vz000116	2017-08-31 11:59:36GMT
rk20021217_1bvr075599	2017-08-31 08:06:04GMT
rk20010718_2bvr117699	2017-08-31 08:33:28GMT
rk19980219_1bvr096294	2017-08-31 09:32:24GMT
rk20061026_2bvr165606	2017-08-31 10:45:52GMT
rk20020613_1bvr073602	2017-08-31 08:14:56GMT
rk20141219_2bvr294714	2017-08-31 12:29:18GMT
rk20070618_2bvr239506	2017-08-31 10:37:38GMT
rk20020429_1bvr157894	2017-08-31 08:17:04GMT
es20020408_2bve000201	2017-08-31 08:17:38GMT
rk20011104_2bvr161901	2017-08-31 08:27:14GMT
rk19980409_1bvr041587	2017-08-31 09:29:14GMT
rk20021016_2bvr015901	2017-08-31 08:09:52GMT
rk20040702_1bvr135104	2017-08-31 11:18:14GMT
rk19980225_1bvr020797	2017-08-31 09:32:10GMT
rk20050420_1bvr097204	2017-08-31 11:08:42GMT
rk19981021_1bvr017994	2017-08-31 09:22:16GMT
rk20001106_1bvr174600	2017-08-31 08:46:26GMT
rk20160819_1bvr128313	2017-08-31 11:59:50GMT
rk20170801_2bvr306814	2017-09-19 12:47:36GMT
es20040809_2bve000204	2017-08-31 11:16:28GMT
rs20031021_2bvr083402	2017-08-31 11:30:32GMT
qk20020610_2bvq001702	2017-08-31 08:15:24GMT
rk20060228_2bvr015706	2017-08-31 10:56:46GMT
rk20030521_1bvr009003	2017-08-31 11:35:58GMT
rk20170314_2bvr149016	2017-08-31 11:50:04GMT
rk20110316_1bvr239810	2017-08-31 13:17:50GMT
rk20120718_2bvr124312	2017-08-31 12:56:12GMT
rk20120315_1bvr111211	2017-08-31 13:01:54GMT
rk20170504_1bvr258416	2017-08-31 11:47:54GMT
rk20010103_1bvr214700	2017-08-31 08:43:52GMT
rk20000927_2bvr068700	2017-08-31 08:49:24GMT
fs19990302_2bvf000194	2017-08-31 09:16:46GMT
rk20090112_1bvr311308	2017-08-31 10:15:20GMT
rk20090430_2bvr200908	2017-08-31 10:10:20GMT
rk20070330_1bvr314406	2017-08-31 10:40:28GMT
rk20000221_1bvr193797	2017-08-31 09:00:28GMT
rk20020711_1bvr022602	2017-08-31 08:13:44GMT
rk20140310_1bvr037713	2017-08-31 12:38:12GMT
rk20090629_2bvr017405	2017-08-31 10:07:24GMT
rk20060504_2bvr039806	2017-08-31 10:54:28GMT
rs20071219_1bvr062007	2017-08-31 10:32:56GMT
rk20081202_1bvr263908	2017-08-31 10:17:42GMT
rk19980528_1bvr032998	2017-08-31 09:27:22GMT
ls20080528_2bvl001107	2017-08-31 10:24:46GMT
rk20060929_1bvr024705	2017-08-31 10:46:32GMT
rs20001109_1bvr230696	2017-08-31 08:46:22GMT
lk20030203_1bvl001102	2017-08-31 08:01:54GMT
rk20080225_2bvr047203	2017-08-31 10:29:02GMT
rk20080523_2bvr108107	2017-08-31 10:24:52GMT
rk20101208_1bvr138210	2017-08-31 13:21:14GMT
rk20170830_1bvr143717	2018-03-08 11:58:51GMT
rk19980325_1bvr082096	2017-08-31 09:30:34GMT
rk20100818_1bvr081109	2017-08-31 13:27:20GMT
rs20101208_1bvr025608	2017-08-31 13:21:06GMT
rs20101207_1bvr262807	2017-08-31 13:21:32GMT
lk20160215_1bvl000812	2017-08-31 12:11:58GMT
rk20000814_2bvr125200	2017-08-31 08:52:00GMT
rk20030603_1bvr070203	2017-08-31 11:35:32GMT
rs20170712_1bvr222212	2017-08-31 11:44:34GMT
rk20160920_1bvr129915	2017-08-31 11:58:38GMT
rk20060802_1bvr267704	2017-08-31 10:49:44GMT
rs20030225_1bvr093301	2017-08-31 11:40:18GMT
rs20140318_2bvr139012	2017-08-31 12:37:46GMT
rk20010731_1bvr030401	2017-08-31 08:32:50GMT
rk20090428_1bvr022407	2017-08-31 10:10:26GMT
qk19980422_2bvq001598	2017-08-31 09:28:50GMT
rs19991215_1bvr190495	2017-08-31 09:03:38GMT
rk20090504_1bvr099506	2017-08-31 10:10:14GMT
rk20030820_1bvr153203	2017-08-31 11:33:22GMT
rk20010821_2bvr040600	2017-08-31 08:31:20GMT
rk20070928_2bvr112106	2017-08-31 10:34:44GMT
rk20060714_2bvr105805	2017-08-31 10:50:26GMT
rk20031009_2bvr178502	2017-08-31 11:31:14GMT
rk19980928_2bvr115897	2017-08-31 09:23:14GMT
rk20021205_2bvr102802	2017-08-31 08:06:48GMT
rk20080508_1bvr064508	2017-08-31 10:25:08GMT
rk20000926_1bvr154500	2017-08-31 08:49:36GMT
rk20010801_1bvr118892	2017-08-31 08:32:32GMT
rk20010704_1bvr016501	2017-08-31 08:34:10GMT
gs20031007_2bvg000102	2017-08-31 11:31:40GMT
rk20110309_1bvr232607	2017-08-31 13:18:04GMT
rs20031007_1bvr024693	2017-08-31 11:31:46GMT
rk20000110_1bvr066196	2017-08-31 09:02:52GMT
rk20020104_1bvr201101	2017-08-31 08:23:46GMT
rk19990525_1bvr140292	2017-08-31 09:12:26GMT
rk20130917_1bvr127813	2017-08-31 12:43:18GMT
rk20110606_1bvr271209	2017-08-31 13:14:26GMT
lk19990108_1bvl001498	2017-08-31 09:19:36GMT
rk20000817_2bvr124500	2017-08-31 08:51:54GMT
rk20060223_2bvr222405	2017-08-31 10:57:00GMT
rk20011214_1bvr100901	2017-08-31 08:24:50GMT
rk20041229_1bvr282004	2017-08-31 11:12:20GMT
rk20150911_2bvr158615	2017-08-31 12:19:24GMT
rk20080627_1bvr031108	2017-08-31 10:23:54GMT
rk20010222_2bvr020801	2017-08-31 08:40:30GMT
rk20150211_2bvr169414	2017-08-31 12:28:00GMT
rk20061227_2bvr187203	2017-08-31 10:43:52GMT
rs20090916_2bvr085207	2017-08-31 10:03:06GMT
qk20090810_1bvq003409	2017-08-31 10:04:56GMT
ls20160607_2bvl000312	2017-08-31 12:06:00GMT
rk20001010_1bvr178900	2017-08-31 08:47:54GMT
rk20050705_2bvr049204	2017-08-31 11:05:58GMT
rk19981116_2bvr051096	2017-08-31 09:21:18GMT
rk20170301_1bvr231116	2017-08-31 11:50:54GMT
rk20160420_1bvr240514	2017-08-31 12:08:12GMT
rk20010706_2bvr001501	2017-08-31 08:34:00GMT
rk20111208_1bvr139310	2017-08-31 13:06:12GMT
rk20030410_1bvr069703	2017-08-31 11:37:52GMT
rk20091125_2bvr260909	2017-08-31 10:00:02GMT
rs20021009_1bvr161196	2017-08-31 08:10:00GMT
rk20090610_1bvr119609	2017-08-31 10:08:18GMT
qk19980605_2bvq002198	2017-08-31 09:26:56GMT
rk20020801_2bvr124701	2017-08-31 08:12:36GMT
rs20120327_2bvr225809	2017-08-31 13:01:28GMT
ls20120124_1bvl002111	2017-08-31 13:04:38GMT
rk20050712_1bvr097204	2017-08-31 11:05:36GMT
rk19991201_1bvr155999	2017-08-31 09:04:44GMT
rk20150122_2bvr204913	2017-08-31 12:28:20GMT
rk20020611_2bvr046102	2017-08-31 08:15:16GMT
rk19980622_2bvr053298	2017-08-31 09:26:28GMT
rk20170224_2bvr252416	2017-08-31 11:50:58GMT
rk20170117_2bvr201316	2017-08-31 11:52:50GMT
rk20020806_2bvr235700	2017-08-31 08:12:20GMT
rk20101026_2bvr191309	2017-08-31 13:23:14GMT
qk20021230_2bvq005902	2017-08-31 08:04:58GMT
rk20100204_1bvr036904	2017-08-31 09:57:44GMT
rk20040105_1bvr251803	2017-08-31 11:27:34GMT
rk20060203_2bvr176505	2017-08-31 10:58:02GMT
rk20070412_1bvr007802	2017-08-31 10:40:24GMT
rk20050317_1bvr134203	2017-08-31 11:09:56GMT
rk20130613_1bvr295208	2017-08-31 12:46:54GMT
rk19990920_1bvr205597	2017-08-31 09:07:56GMT
rk19980404_1bvr122494	2017-08-31 09:29:46GMT
rk20110316_1bvr059108	2017-08-31 13:17:54GMT
rk20090610_1bvr019808	2017-08-31 10:08:30GMT
rk20060703_2bvr138303	2017-08-31 10:51:16GMT
rk20020624_1bvr057502	2017-08-31 08:14:28GMT
rk20140509_1bvr140811	2017-08-31 12:36:16GMT
rk19990322_1bvr151494	2017-08-31 09:15:06GMT
rk20040205_1bvr208703	2017-08-31 11:25:48GMT
rk20031119_1bvr070203	2017-08-31 11:29:32GMT
rk20090506_1bvr043908	2017-08-31 10:09:58GMT
rs20110504_2bvr236509	2017-08-31 13:15:42GMT
rk20071219_1bvr279304	2017-08-31 10:32:52GMT
rk20080928_2bvr180007	2017-08-31 10:20:54GMT
rk20000320_1bvr017298	2017-08-31 08:58:04GMT
rk20080728_2bvr078408	2017-08-31 10:22:58GMT
rk20120209_2bvr106410	2017-08-31 13:03:28GMT
